% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=482033, Wed Oct 30 12:45:58 2024
1 25 -0.07254300886945586 -0.04102936991323243 0.019409564803971 0.0797184134774997 0.9149712174722896 0.949289467161175 0.9565971846039644 0.9614978119587656 0.971131616223265 1.0054758741742336 1.0224523122510338 1.0461724273647195 1.0612084160387152 1.0963547930704172
2 50 -0.07254300886945586 -0.04102936991323243 0.019409564803971 0.0797184134774997 0.9149712174722896 0.949289467161175 0.9565971846039644 0.9614978119587656 0.971131616223265 1.0054758741742336 1.0224523122510338 1.0461724273647195 1.0612084160387152 1.0963547930704172
3 75 -0.07254300886945586 -0.04102936991323243 0.019409564803971 0.0797184134774997 0.9149712174722896 0.949289467161175 0.9565971846039644 0.9614978119587656 0.971131616223265 1.0054758741742336 1.0224523122510338 1.0461724273647195 1.0612084160387152 1.0963547930704172
4 100 -0.07254300886945586 -0.04102936991323243 0.019409564803971 0.0797184134774997 0.9149712174722896 0.949289467161175 0.9565971846039644 0.9614978119587656 0.971131616223265 1.0054758741742336 1.0224523122510338 1.0461724273647195 1.0612084160387152 1.0963547930704172
5 125 -0.07254300886945586 -0.04102936991323243 0.019409564803971 0.0797184134774997 0.9149712174722896 0.949289467161175 0.9565971846039644 0.9614978119587656 0.971131616223265 1.0054758741742336 1.0224523122510338 1.0461724273647195 1.0612084160387152 1.0963547930704172
6 150 -0.07254300886945586 -0.04102936991323243 0.019409564803971 0.0797184134774997 0.9149712174722896 0.949289467161175 0.9565971846039644 0.9614978119587656 0.971131616223265 1.0054758741742336 1.0224523122510338 1.0461724273647195 1.0612084160387152 1.0963547930704172
7 175 -0.07254300886945586 -0.04102936991323243 0.019409564803971 0.0797184134774997 0.9149712174722896 0.949289467161175 0.9565971846039644 0.9614978119587656 0.971131616223265 1.0054758741742336 1.0224523122510338 1.0461724273647195 1.0612084160387152 1.0963547930704172
8 200 -0.07254300886945586 -0.04102936991323243 0.019409564803971 0.0797184134774997 0.9149712174722896 0.949289467161175 0.9565971846039644 0.9614978119587656 0.971131616223265 1.0054758741742336 1.0224523122510338 1.0461724273647195 1.0612084160387152 1.0963547930704172
9 225 -0.07254300886945586 -0.04102936991323243 0.019409564803971 0.0797184134774997 0.9149712174722896 0.949289467161175 0.9565971846039644 0.9614978119587656 0.971131616223265 1.0054758741742336 1.0224523122510338 1.0461724273647195 1.0612084160387152 1.0963547930704172
10 250 -0.07254300886945586 -0.04102936991323243 0.019409564803971 0.0797184134774997 0.9149712174722896 0.949289467161175 0.9565971846039644 0.9614978119587656 0.971131616223265 1.0054758741742336 1.0224523122510338 1.0461724273647195 1.0612084160387152 1.0963547930704172
