Ωl0,Ωl1,phase1,ω0,ω1,φ1,ton0,toff0,ton1,toff1,nphotons
0.9271045807862698,0.014210675310858647,5.553060261580784,1.6499215364456177,1.296786904335022,6.011278224358177,0.20904473960399628,19.53644871711731,3.3025437593460083,37.4842643737793,0.25984451704317973
0.2743608786071105,0.5052721000227388,2.582321763655224,0.3189247138798237,0.863787867128849,1.839721760207211,27.25129634141922,32.27718148380518,28.04074238985777,14.19177409261465,38.93547873048293
0.6297012831304076,0.2716257111574992,4.304588569860719,1.0113244708627462,0.25063244439661503,1.132727398048504,17.960874773561954,27.74796351790428,39.312820211052895,8.688459992408752,32.4901555055722
1.1999086335993245,0.6720310421802733,0.8855317109102002,0.9575560130178928,1.8396372981369495,3.5398345680440357,34.65690966695547,0.31992167234420776,14.656408056616783,20.419218689203262,61.548312541816045
1.036514120868633,0.36512020521551286,1.6403373431373582,0.6373491026461124,1.651845334097743,5.259645521004814,12.509945295751095,20.096289739012718,30.93012060970068,18.159862533211708,36.3950122986489
0.3244607375964779,0.5845771858681241,4.948935226628177,1.3317414876073599,0.18756669759750366,2.560502264431214,39.87225238233805,7.973426058888435,15.569439344108105,30.16413502395153,0.26030578843909424
0.04148398189239015,0.10726321107419141,0.39190186156559137,0.030001122504472733,0.6759661454707384,0.3069137059706335,5.579328536987305,11.876843236386776,6.764574125409126,26.916527785360813,2.218381529102046
0.6714051003522599,0.41809294042613343,3.2522062185287655,1.9391237702220678,1.2337506376206875,4.38394323274095,21.9603481143713,39.937397353351116,22.04835169017315,3.9758284762501717,24.983227163194435
0.7360079912844926,0.20656205378468487,0.4511066653290249,1.4075123481452465,0.883853130042553,3.410186741908826,12.0547741279006,24.79842383414507,34.45862993597984,22.600059248507023,15.913863390307329
0.14639995310291906,0.7244972947283834,3.7574035776380152,0.623397333547473,1.4555544909089804,1.2991497545733712,35.327422954142094,7.060449756681919,19.19804573059082,5.872866399586201,15.488394971145821
0.41928678588178037,0.05226615880112855,2.3381518826453194,1.8001376651227474,1.9124675430357456,1.9693106014854647,9.768023192882538,12.839038521051407,7.842998839914799,11.386097744107246,1.0312968832215224
1.091265641990782,0.47739538613168875,5.20842711472975,0.23073765449225903,0.4972603265196085,5.844820986014628,22.77165524661541,35.26432156562805,23.187810964882374,39.674718007445335,0.2621798402575367
1.1453542839294875,0.14805050657164923,4.392256282281402,0.4261887650936842,0.06007947027683258,4.131629749065878,4.434047564864159,15.488879010081291,1.9287468492984772,1.7949143052101135,0.26197533932394895
0.5346780633927932,0.38721497820360684,1.4115467922011395,1.6049648486077785,1.6004994343966246,0.54699597735519,28.026294112205505,32.61387147009373,26.57173126935959,29.73220095038414,20.888634515587167
0.1696420788488935,0.3026099008886103,6.27916929861671,0.7875650059431791,1.0183423571288586,2.8128743584562135,17.464506663382053,27.459863387048244,35.44979993253946,32.96988915652037,0.25925956860321286
0.8623044922529263,0.6338637318069155,2.8624134108480193,1.2435541860759258,0.5719165373593569,5.019597891520375,30.15327598899603,4.397179894149303,10.7372360303998,15.969335101544857,0.2605599241687096
0.8179887986878408,0.2908110825051368,3.593607030328642,0.09135451354086399,1.7996033523231745,0.7162391325205001,26.21254611760378,25.669937953352928,18.36116310209036,31.376520358026028,0.2629060447879335
0.21396776125515637,0.6012813761637866,0.6163474989930081,1.8775529488921165,0.35317640379071236,4.005386765281734,1.4040259644389153,3.7230200320482254,33.099358193576336,19.684293679893017,11.3596657579185
0.4969053270411932,0.1813943060701253,5.480179245268203,0.7027041111141443,0.7788318302482367,4.906010249236286,33.1883380562067,16.38147260993719,24.254191294312477,2.6088668406009674,17.56821076779372
1.1831365051635954,0.4012084616164612,2.0676403066380846,1.2661156430840492,1.3192529156804085,2.9940058647276375,19.273215383291245,34.2657757923007,9.597782716155052,25.86405575275421,0.26117116892425085
1.2762299554286791,0.7338316358695046,0.5616351095823483,0.6443146853955162,2.0,3.999973683267285,38.15217076486326,0.0,18.22861109586067,17.93456041050385,65.31328482101117
1.2762299554286791,0.7338316358695046,0.2820141702836343,1.4065675061685567,2.0,4.21748051485179,40.0,0.0,13.171569658467298,22.490061725018688,53.31153400072911
1.2762299554286791,0.7338316358695046,0.7602352746110397,0.2344893532242414,2.0,0.29724383805750426,31.694470181279918,0.0,17.68975192390335,17.46948320127538,56.22042652294343
1.2762299554286791,0.7212357601420707,1.0406871476729542,0.273402381805941,2.0,5.548420745489499,40.0,0.0,20.310441922274833,12.345041694034133,55.851677201313976
0.47470702553915844,0.7338316358695046,0.9176307846491822,0.0,2.0,5.858107305136912,39.68162388974301,0.0,19.823093512335387,18.063370302220992,8.85669338513529
1.2762299554286791,0.7338316358695046,0.9853701339113687,1.3576952484592515,2.0,4.376363852620366,38.39956220998059,0.0,21.64036928622005,6.9651640668039905,54.54129238618052
1.2452828704474639,0.6336779192698452,0.4447744389996849,0.1287598973156805,1.9857746951946234,3.1930482586670013,23.08448440651832,0.0,26.87813531732143,18.11401867825155,47.80127159249218
1.275676103038153,0.7338316358695046,3.220061541120485,0.18027325360779387,2.0,3.002031696135841,40.0,0.0,24.57021426697353,18.482383379097694,55.514738314982594
1.261128995571243,0.31855542029099865,0.0,0.0,2.0,3.0019657189483913,40.0,0.0,18.672501634687112,14.959975606160256,6.290898998801606
1.2434320680008664,0.7338316358695046,2.3181424576992695,0.8398016560712567,1.9421747871363688,1.949238125664566,19.96582369550666,7.646483068235392,28.153297960375756,19.320081450148678,65.5242044064871
1.2762299554286791,0.7338316358695046,6.283185307179586,0.8033568487073399,2.0,6.283185307179586,0.0,0.0,20.364624040630165,19.6512270845215,1.2734414691153122
1.2762299554286791,0.7338316358695046,0.0,0.8280029210560523,1.7836376344457672,0.0,40.0,0.0,29.527658043164372,20.920346731833735,70.35468983847711
1.2762299554286791,0.7338316358695046,1.2826738913515758,0.7642055309189031,1.929180826975443,0.0,40.0,0.0,33.23614553402096,26.207528461949828,66.83132072859426
1.2762299554286791,0.7338316358695046,0.8220102607119633,0.8053932874338058,1.80106870441413,0.0,3.5869728514668484,0.0,32.17798194784453,19.804949089358164,70.08548403248585
1.2762299554286791,0.7338316358695046,1.1328511883385608,0.6838956328231333,1.8093623683370248,0.0,40.0,12.734024123023811,35.15594666955758,18.1484020136614,70.13519949141933
1.2762299554286791,0.7338316358695046,1.21137397983504,0.6849932553274818,1.6168790354680536,0.0,40.0,0.0,28.241016377204975,15.340461389303982,75.51447748530836
1.2762299554286791,0.7338316358695046,0.587483141908548,0.8203869287402212,1.8560056728589402,0.0,10.146788659876497,26.988470495305545,26.921232071386147,19.268211382670493,68.47509133235813
1.2762299554286791,0.7338316358695046,0.7687272410025308,0.7536998630333426,1.5766514787460988,6.283185307179586,33.64713572275135,14.70521167131276,31.2405566106573,22.658734533908845,76.31752281498565
1.071423466456702,0.7338316358695046,1.461095269016792,0.6635951789277317,1.2429490406102361,6.283185307179586,40.0,0.0,39.84792546465839,12.469163310897658,81.80484611779464
1.2762299554286791,0.7338316358695046,1.1597958423712051,0.5809537316125317,1.524180401162747,6.283185307179586,40.0,0.0,28.34506287438073,24.029539527040463,77.12258639061076
1.2762299554286791,0.7338316358695046,0.992136659237832,0.4354407398610927,1.2180398412840965,0.0,40.0,40.0,35.705876676932725,22.553605964223983,79.85678591410857
1.1202308662245877,0.7338316358695046,0.5605214582253221,0.4526063237647928,0.9502518598663677,6.283185307179586,40.0,0.0,40.0,7.92615001915678,83.2530579361068
1.022009617742922,0.7338316358695046,1.1150112764079456,0.5338575611323426,1.1273588395640217,0.0,40.0,0.0,40.0,27.21625458735896,82.79166353161868
1.1695759340069398,0.7338316358695046,2.151326708528916,0.38657058702389424,1.0685322800519224,6.283185307179586,40.0,40.0,40.0,0.14330311834262435,80.18406596369216
1.0372356196293764,0.7338316358695046,1.2296043796328493,0.39222802687018804,1.0262460860393419,0.0,0.0,0.0,40.0,0.0,1.2471657900482986
1.1945771239551868,0.7338316358695046,1.1313456314427381,0.4491026298202541,0.9946716608140259,6.283185307179586,40.0,0.0,40.0,29.973666384221445,83.7920088654524
